filtervalid,filteryes,0_Agrees_contact_Future,0_agrees_mention_name_report,0_enum_gender,0_settlement_location,0_Village_location,0_has_email,1_Gender,2_Age,3_settlement_lives_in,4_years_in_settlement,4_months_settlement,5-HH_head,6_relation_HHH,7_highest_level_educ,8_primary_source_income,8_Other_sources,9_income_range,10_HH_size,11_Displacement_status,12_Urban_1_rural₀,13_disability,14_Specify_disability,15_how discoverd_IMC_activities,16_others_sources,16_location_easy_to_find,16_explanation,17_felt_safe,17_explanation_text,18_pay_for_services,18_who_to_pay,19_accessed_WGFS,20_times_attended,21_how_far_travel_to_WGFS,22_interaction_with_HLSS,22_Other,23_staff_professional,24_Received_treatment,25_referred_to_otherplace_ifnecessary,26_referred_where_text,27_how_satisfied_with_service,27_explanations_text,28_recommend_to_friend,28_explanation,29_improvement_suggestions_text,30_wife_can_be_blamed_for_beeing_beaten,31_Husband_should_beat_to_discipline,32_give_opportunity_for_sex,33_rape_solved_comunity,34_treatments_girl_raped_text,35_how_fast_HIV_prev,36_girl_raped_must_marry_man,37_women_moving_after_dark_blame_rape,38_understandable_man_rape_beautiful_woman,39_her_fault_if_beautiful,40_OK_force_sex_wife,41_OK_force_sex_wife_sick,42_no_big_deal_sex_message_uninvited,43_no_big_deal_touch_uninvited,44_menstruation_means_ready_mariage,45_under18_marrige_OK_if_parents_OK,46_family_to_choose_marriage,47_woman_should_have_equal_right,48_women_should_have_equal_opportunities,49_more_important_educate_boys,50_husband_wife_should_decide_together,51_participated_in_consultations,52_IMC_HLSS,52_Community_discussion,52_Walk_ins,52_Other_sensitization,52_SASA,52_EMAP,52_16_days_activism,52_intl_women_day,52_WGFS,52_other,52_spec_other,53_improvement_knowledge,54_Medical_injuries,54_medical_infection,54_prevent_STI,54_prevent_HIV,54_prevent_pregnancy,54_justice_formal,54_justice_trad,54_INGO_protection_services,54_INGO_psy_support,54_comm_psy_support,54_purification_rituals,54_Counselling,54_other,54_noresponse,54_Other_precision,55_recomm_time_seek_help,55_explanation_text,56_men_victims,57_MW_both_willing_help_GBV,58_whom_report_assistance,59_open_discussion_GBV_partner,60_open_discussion_other_women,61_community_open_impact_GBV_community,62_IMC_result_men_more_engaged_prev,62_explanation_text,63_confidence_comm_leader_can_prevent_act,64_likely_assist_another_woman,65_how_text,66_reason_no_assistance,67_men_more_likely_assist,68_WGFS_beneficial,68_explain_text,69_what_like_most_WGFS_text,70_negative_aspect_improvement_WGFS_text,71_other_recommandations_text
Valid,Yes,Yes,Yes,Male,Nyal,Pathiel,No,Female,25-34,Pathiel ,26,4,Yes,0,No education,Farming,0,0-100 SSP,>11,Host community,Rural area,No,0,IMC/ HLSS staff,0,Yes,Because the distance since the women and girls friendly space is far a bit from my village ,Yes,Because there is no security threat in the area ,Yes,Gatkuoth Chuol ,Yes,Over 10 times,1 to 5Km / 30-45 min,IGA,0,Yes,Yes,No,0,Highly satisfied,"IMC is providing Income generating activities, VSLAs, Dignity kit, and materials assistance through training on GBV basic concepts ",Yes,I will recommend her or him to visit health facilities and get help from GBV interventions ,"Increasing the services offered to us,increasing more awareness on GBV, providing more seed funds disburse and increasing numbers of VSLAs, EEL, PSS activities ",Disagree,Disagree,Disagree,Disagree,Providing PEP and support the victim or survivor within 72 hours ,Within 72 hours ,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Yes,1,1,0,1,1,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,Within 72 hours,Because the survivor should not run mad and receive PEP to avoid consequences that may lead to death ,Yes,More willing,WGFS,Very open,Very open,Somewhat open,Agree,Men are the main perpetrators of GBV and they undermine the rights of the women and girls in the community ,Highly confident,Highly likely,Suggest her to seek help in GBV interventions such as counselling room and EEL supports ,0,Somewhat likely,Highly beneficial,Because they are providing EEL and PSS activities ,Form group members to far for discussion on GBV key messages and other PSS activities are also important in women and girls friendly space ,"Because they trained us to change bad behaviour in our community, increasing numbers of IGAs beneficiaries because we are now ok, but more vulnerable women are still not supported in the community increasing numbers of PSS activities ","IMC should increase capacity building/training the community leaders and all men as well on GBV, involving many Male spouses in DGS, increasing the number of IGAs Increases number of VSLAs, and number of PSS activities. As women in Pathiel are thanking IMC please continue supporting vulnerable populations. "
Valid,Yes,Yes,Yes,Male,Nyal,Pathiel,No,Female,18-24,Pathiel ,16,3,No,Daughter,Some Primary,Support from aid agencies,0,101-300 SSP,>11,Host community,Rural area,No,0,IMC/ HLSS staff,0,Yes,I feel safe with the women and girls friendly space and it's near to our village ,Yes,Security threat is normal ,No,0,Yes,5-10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,Yes,Some organisations like IRC and Mercy Corps ,Highly satisfied,"It's providing PEP and Dignity kits, materials assistance ",Yes,I can take to health facilities or WGFS for help and support ,"Yes, there is a lot of improvement on services normally offered by IMC ",Disagree,Disagree,Disagree,Disagree,Providing PEP and support the victim or survivor within 72 hours ,Within 72 hours ,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Yes,1,1,0,0,0,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,Within 72 hours,Because the survivor should not get trauma or think differently way to do something about his or her situation ,Yes,Somewhat willing,WGFS,Very open,Somewhat open,Somewhat open,Somewhat agree,Because they are perpetrators in the community and don't rights of the women and girls ,Highly confident,Highly likely,I would like show her where she can really get help in GBV interventions ,0,Highly likely,Highly beneficial,"Because they providing us with EEL,PSS activities, PEP ","Income generating activities, VSLAs, Dignity kits, materials assistance, helping vulnerable women to support their families, trainings community leaders as well ","Increasing numbers of IGAs beneficiaries because they are now gaining skills, increasing numbers of PSS activities, but more vulnerable women are still not supported in the community and need to be involved in the GBV basic ","We thank IMC because they building/training us where we can interact together with our friends, but we girls need your support through continuous making awareness, women economic and empowerment livelihoods, counselling and health services "
Valid,Yes,Yes,Yes,Male,Nyal,Nyal,No,Female,25-34,Nyal ,26,3,Yes,0,No education,Support from aid agencies,0,301-500 SSP,5 to 6,Host community,Rural area,No,0,IMC/ HLSS staff,0,Yes,The distance since the women and girls friendly space is near to my home ,Yes,The security threat is normal in the area ,No,0,Yes,Over 10 times,1 to 5Km / 30-45 min,VSLA,0,Yes,Yes,No,0,Highly satisfied,"It's providing Income generating activities, VSLAs, Dignity kits and materials assistance through training on GBV basic concepts ",Yes,Showing where she can really get help and good knowledge on GBV ,Life is not like before we are very happy with IMC in the services offered to our community ,Disagree,Strongly disagree,Strongly disagree,Disagree,Providing with the PEP to support the survivor or victim ,Within 72 hours ,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Yes,1,1,0,1,1,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,Within 72 hours,The survivor should not get trauma or running madness ,Yes,Somewhat willing,WGFS,Very open,Somewhat open,Somewhat open,Agree,Because men are the main perpetrators in the community and they don't the rights of women and girls ,Highly confident,Highly likely,I will suggest her to go to WGFS for help in GBV interventions ,0,Somewhat likely,Highly beneficial,"It's special because they are providing EEL, and PSS activities ",The Income generating activities supported by EEL component is very key in GBV interventions because they supported the vulnerable women in their families ,"Increasing the number of IGAs beneficiaries, increasing the number of PSS activities, and more women need to be involved in the WGFS ","Thanks you IMC for your support, but continue supporting vulnerable populations through making more awareness, women economic, empowerment livelihoods. "
Valid,Yes,Yes,Yes,Male,Nyal,Nyal ,No,Female,25-34,Nyal ,23,7,Yes,0,No education,Support from aid agencies,0,>500 SSP,5 to 6,Host community,Rural area,No,0,IMC/ HLSS staff,0,Yes,Easy to find the location ,Yes,Everything is going well in the area ,No,0,Yes,5-10 times,1 to 5Km / 30-45 min,IGA,0,Yes,Yes,No,0,Highly satisfied,"Providing a free service offered in the community like, VSLAs, Dignity kits, materials assistance, Income generating activities and many more ",Yes,"Yes, taking her to where she can get services and support on the part of GBV and referral systems after her consent ","Yes, there is a lot of improvement rights now with the services offered by IMC and its important to our community ",Disagree,Disagree,Strongly disagree,Disagree,Providing them with the PEP to support the survivor within 72 hours ,Within 72 hours ,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Yes,1,0,1,1,1,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,Within 72 hours,Because the person who was raped by perpetrators should not get trauma or get sick ,Yes,More willing,WGFS,Very open,Somewhat open,Very open,Agree,"Men should be engaging GBV awareness raising/prevent, because they are the main perpetrators in the community ",Highly confident,Highly likely,"Yes, because her problems is mine and I would have help in getting GBV interventions such as WGSS, counselling room and EEL supports ",0,Highly likely,Highly beneficial,Because they are providing with PSS activities and EEL supports ,"Because they are helping vulnerable women to support their families, and it's important to support them in their different households ","Increasing numbers of IGAs beneficiaries, increasing numbers of PSS activities and many women are still not supported in the community ","IMC, continue supporting the vulnerable populations, thanks you so much for the great support that you did in the last years"
Valid,Yes,Yes,Yes,Male,Malakal,Nyal,No,Female,18-24,Nyal ,8,3,Yes,0,Completed primary,Support from aid agencies,0,>500 SSP,2 to 4,Host community,Rural area,No,0,IMC/ HLSS staff,0,Yes,Easy to reach without delay ,Yes,Because there is no threat for us to access WGFS ,No,0,Yes,Over 10 times,1 to 5Km / 30-45 min,VSLA,0,Yes,Yes,No,0,Highly satisfied,Because IMC is providing Income generating activities VSLAs Dignity kits and materials assistance ,Yes,Briefing the survivor who has faced violence against women to visit WGFS for help ,Since the IMC came to Nyal there is a big difference with the services offered to our community especially we the women and girls ,Disagree,Disagree,Strongly disagree,Disagree,Providing PEP to support the survivor ,Within 72hours ,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Yes,1,1,0,1,1,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,Within 72 hours,Because the survivor should not get trauma or sickness in his or her situation ,Yes,More willing,WGFS,Very open,Somewhat open,Very open,Somewhat agree,Because they are main perpetrators to engaging men in GBV awareness raising/prevention ,Highly confident,Highly likely,"Taking her or him in WGSS, counselling room and EEL supports ",0,Highly likely,Highly beneficial,Because they providing them with EEL supports and PSS activities ,"Increasing Income generating activities supported by EEL component, helping vulnerable women to support their families ",Increasing numbers of IGAs beneficiaries and number of PSS activities ,Continue supporting vulnerable populations especially in GBV program and thanks IMC for work done to us within this period of time 
Valid,Yes,Yes,Yes,Male,Nyal,Janglow,No,Male,25-34,Janglow ,30,6,Yes,0,No education,Support from aid agencies,0,101-300 SSP,5 to 6,Host community,Rural area,No,0,IMC/ HLSS staff,0,No,Because the distance is very far to my village ,No,Because the distance is very far to reach the location of the women and girls friendly space WGFS ,No,0,Yes,1-5times,Above 5km/ more than an hour,Any other (Specify),Youth member ,Yes,Yes,No,0,Somewhat satisfied,"Because it providing the women and girls with the some the materials assistance, VSLAs, Dignity kits also IMC is trainings the community leaders in different locations ",Yes,To get supports and help from GBV interventions ,"Yes, IMC is working hard to support the vulnerable populations especially in GBV interventions with the some services offered in the community ",Disagree,Disagree,Disagree,Disagree,Providing PEP and PSS activities to support the survivor within 72 hours after his or her consent ,Within 72 hours ,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Yes,1,1,0,0,1,1,1,1,1,0,0,Signiﬁcantly increased,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,Within 72 hours,The survivor should not get trauma or think differently of his or her situation ,Yes,More willing,WGFS,Very open,Somewhat open,Very open,Somewhat agree,Because men are the main perpetrators and they don't care about the women and girls rights that is why they need awareness raising in the community ,Highly confident,Highly likely,Giving advice to the experience person and get supports from GBV interventions for help ,0,Highly likely,Highly beneficial,Because they trained themselves with different designs providing them with EEL and PSS activities ,I like the way they providing them with Income generating activities and helping vulnerable women to support their families ,Increasing numbers of IGAs Increases the number of PSS activities and added more vulnerable women who are still not involved in the process for help ,Continue working with us here IMC and thanks 
Valid,Yes,Yes,Yes,Male,Nyal,Nyal/block 19,No,Male,45-44,Nyal/block 19,34,5,Yes,0,No education,Support from aid agencies,0,>500 SSP,7 to 10,Host community,Rural area,No,0,IMC/ HLSS staff,0,Yes,It's not easy because it very far to my village ,Yes,"Yes, I felt safe when I reached to the centre ",No,0,Yes,5-10 times,Above 5km/ more than an hour,Any other (Specify),Youth member ,Yes,Yes,No,0,Highly satisfied,"IMC is providing Income generating activities to support the vulnerable populations, VSLAs, Dignity kits, materials assistance ",Yes,After getting the person who has experienced violence I should direct him or her to seek help from GBV interventions and good knowledge ,"Yes, a lot of improvement on services normally offered by IMC has changed the community life nowadays ",Disagree,Disagree,Disagree,Disagree,Providing PEP and PSS activities for supporting the vulnerable women and girls in the community ,Within 72 hours ,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Yes,1,0,1,1,1,1,1,1,1,0,0,Signiﬁcantly increased,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,Within 72 hours,Because the survivor should not get trauma or think differently of his or her situation and receive PEP to avoid further consequences ,Yes,Somewhat willing,WGFS,Very open,Somewhat open,Somewhat open,Somewhat agree,Because men are main perpetrators in the community and they don't care for the rights of women and girls ,Highly confident,Highly likely,I would like to show the person where she or he can really get help and support ,0,Highly likely,Highly beneficial,Because they are providing EEL and PSS activities ,From a group members to take far discussion on GBV key messages and other PSS activities are also important in women and girls friendly space (WGFS),"Increasing numbers of IGAs beneficiaries, trainings community leaders ,helping vulnerable women to support their families ","We need you back to us IMC for the strongest possible results in GBV interventions because they providing us EEL, VSLAs, Dignity kits, PSS activities, materials assistance "
Valid,Yes,Yes,Yes,Male,Nyal,Janglow,No,Male,45 and above,Janglow ,26,9,Yes,0,No education,Support from aid agencies,0,301-500 SSP,7 to 10,Host community,Rural area,No,0,IMC/ HLSS staff,0,No,Because of the far distant side ,Yes,I felt safe when I reached the location area ,No,0,Yes,1-5times,Above 5km/ more than an hour,Any other (Specify),Boma administration in Janglow village ,Yes,Yes,No,0,Highly satisfied,"Because they trained youth member in the community and providing them with EEL, VSLAs, Dignity kits, materials assistance ",Yes,To get help from GBV interventions and gain good knowledge ,"Yes, things were changed by IMC because they offered services to the community ",Disagree,Disagree,Strongly disagree,Disagree,The available services normally offered are and many more PEP to support the survivor within 72 hours ,Within 72 hours ,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Yes,1,1,0,0,1,1,1,1,1,0,0,Signiﬁcantly increased,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,Within 72 hours,Because the survivor should not get trauma to receive PEP for treatment without delay and not make the running madness ,Yes,More willing,WGFS,Very open,Somewhat open,Very open,Agree,Men are engaging because they main perpetrators in the community who don't respect the rights of women and girls ,Highly confident,Highly likely,I would like show where she or he can get help and the victim in any case ,0,Highly likely,Highly beneficial,Because they providing them with EEL and PSS activities ,The Income generating activities supported by EEL component is very key in GBV interventions because they are helping vulnerable women ,Increasing numbers of IGAs beneficiaries increasing numbers of PSS activities ,We all the community leaders are appreciated IMC for prioritizing their contributions to support their families and continue supporting vulnerable populations especially in GBV projects 
Valid,Yes,Yes,Yes,Male,Nyal,Nyal ,No,Female,45-44,Kurnor,17,8,No,Wife,No education,Support from aid agencies,0,301-500 SSP,>11,Host community,Rural area,No,0,IMC/ HLSS staff,0,Yes,We normally do everything around residential place,Yes,We do our services safely ,No,0,Yes,1-5times,1 to 5Km / 30-45 min,VSLA,0,Yes,Yes,No,0,Highly satisfied,The services that are providing to us has changed our community ,Yes,I would recommend her to seek health facilities and get to women centre ,We're looking for supporting services to be involved like education ,Disagree,Disagree,Strongly disagree,Disagree,PEP ,Within 72hours ,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Yes,0,1,0,0,0,1,1,1,1,0,0,Signiﬁcantly increased,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,Within 72 hours,She can see health facilities within 72hours ,Yes,More willing,Parent,Very open,Very open,Very open,Agree,Because they were to know anyone have equal rights ,Highly confident,Highly likely,I should give advice and direct her to WGFS  for more counselling ,0,Highly likely,Highly beneficial,Things we get has really motivate us and do some changes ,"Bed sheet,hair platting, crocheting ",Education and anything that is needed by women ,Am just thanks IMC and let's continue supporting us 
Valid,Yes,Yes,Yes,Male,Nyal,Tiam ,No,Male,25-34,Tiam ,5,17,Yes,0,No education,Farming,0,301-500 SSP,5 to 6,Returnee IDP,Rural area,Yes,Hand broken ,Community leaders/women groups,0,Yes,We do easy to find services ,Yes,When accessing we really feel safety ,No,0,Yes,1-5times,Above 5km/ more than an hour,Any other (Specify),Community discussion ,Yes,Yes,No,0,Highly satisfied,All our daughters and our wives were now really motivate for the support they are been provided ,Yes,Actually I should let him or her to seek health facilities and women centre ,We need mosquito nets and we also need support from this disaster we have in our community ,Disagree,Disagree,Strongly disagree,Disagree,PEP ,Within 72hours ,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Yes,0,1,0,1,1,1,0,1,0,0,0,Signiﬁcantly increased,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,Within 72 hours,To see health facilities within action time for good  safety ,No,More willing,Parent,Very open,Very open,Very open,Somewhat agree,They are really give good messages for better life ,Highly confident,Highly likely,I should advise her for how as all this case happens to everyone ,0,Highly likely,Highly beneficial,This centre has really changed our community for the services we get from it ,All those materials like bed sheets ludo game ,We need what we to be add more ,Am really appreciated IMC and we need more services for supporting
Valid,Yes,Yes,Yes,Male,Nyal,Kol,No,Female,45-44,Kol,7,12,No,Wife,No education,Support from aid agencies,0,0 SSP,7 to 10,IDP,Rural area,No,0,IMC/ HLSS staff,0,Yes,We normally find activities easily ,Yes,Since the women centre is nearly to us everything is accessible ,No,0,Yes,1-5times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,All those services offered to us has really motivate us and make us satisfied ,Yes,To seek health facilities  and WGFS centre ,This services has changed our community especially in GBV interventions ,Disagree,Disagree,Strongly disagree,Disagree,PEP ,Within 72hours ,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Yes,0,0,0,0,0,1,1,1,1,0,0,Signiﬁcantly increased,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,Within 72 hours,For the prevention of any infection ,No,More willing,Parent,Very open,Very open,Very open,Agree,They are really need more engagement to acquire knowledge on GBV awareness ,Highly confident,Highly likely,I should assist her by counselling her and advise ,0,Highly likely,Highly beneficial,This centre has really reduce risk of women ,"Crocheting,bed sheets, hair plating ",We need  the centre a place of learning ,We are very grateful and appreciate IMC for the support they do to us and them to c
Valid,Yes,Yes,Yes,Male,Nyal,Khol,No,Female,18-24,Kol,15,8,Yes,0,No education,Farming,0,101-300 SSP,7 to 10,Host community,Rural area,No,0,IMC/ HLSS staff,0,Yes,It's easy find activities within the area ,Yes,I feel safe when accessing the services ,No,0,Yes,1-5times,1 to 5Km / 30-45 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,We're really satisfied for support get ,Yes,I should recommend her to health facilities ,We're just need the services to be increase ,Disagree,Disagree,Disagree,Disagree,PEP ,Within 72hours ,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Yes,0,1,0,0,0,0,1,1,1,0,0,Signiﬁcantly increased,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,Within 72 hours,For the better treatment ,No,More willing,Parent,Very open,Very open,Very open,Somewhat agree,The men need to have more training ,Highly confident,Highly likely,I should assist her to seek health facilities ,0,Highly likely,Highly beneficial,The services we get has really motivate us ,"Crocheting, bed sheets hair plating ",We need centre  for learning ,Am really thanks IMC and ask them to continue supporting us 
Valid,Yes,Yes,Yes,Male,Nyal,Mirmir,No,Female,25-34,Kol,8,6,No,Wife,No education,Support from aid agencies,0,301-500 SSP,5 to 6,Host community,Rural area,No,0,IMC/ HLSS staff,0,Yes,Since services are in the  centre do find them easy ,Yes,We feel safe when accessing services ,No,0,Yes,1-5times,1 to 5Km / 30-45 min,VSLA,0,Yes,Yes,No,0,Highly satisfied,The support we received has really satisfied us ,Yes,She could see health facilities and GBV centre ,This services made motivated ,Disagree,Disagree,Disagree,Disagree,PEP ,Within 72hours ,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Yes,0,1,0,1,1,0,1,1,1,0,0,Signiﬁcantly increased,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,Within 72 hours,For the safety of better treatment ,No,More willing,Parent,Very open,Very open,Very open,Agree,For  them to know the importance of gender equality ,Highly confident,Highly likely,By giving advise and direct her to WGFS or centre ,0,Highly likely,Highly beneficial,This centre has really changed our community ,"All those materials like Dignity kits ,crocheting, bed sheets ",We're just ask IMC to continue supporting with all the services offered to us ,Am really appreciated IMC for work it done to us 
Valid,Yes,Yes,Yes,Male,Nyal,Pathiel ,No,Female,18-24,Pathiel ,6,12,No,Wife,Some Primary,Farming,0,101-300 SSP,7 to 10,Returnee IDP,Rural area,No,0,Community leaders/women groups,0,Yes,It's easy for us find the services ,Yes,We do access our village safety ,No,0,Yes,1-5times,1 to 5Km / 30-45 min,IGA,0,Yes,Yes,No,0,Highly satisfied,This support of IMC has satisfied us,Yes,To see health facilities for more treatment ,This services need to be increase ,Disagree,Disagree,Disagree,Strongly disagree,Medical prevention like  PEP ,Within 72hours ,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Yes,0,1,0,0,0,1,1,1,1,0,0,Signiﬁcantly increased,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,Within 72 hours,For better treatment to prevent infection ,No,More willing,Parent,Very open,Very open,Very open,Agree,They need to engage on GBV basic concepts for more  understanding ,Highly confident,Highly likely,I should assist her for counselling and advise her to seek health facilities ,0,Highly likely,Highly beneficial,This centre has really motivate and our community,All those materials assistance Dignity kits bed sheets crocheting ,We need our centre to have learning place ,Am really appreciated IMC and we need IMC to continue supporting vulnerable 
Valid,Yes,Yes,Yes,Male,Nyal,Luali,No,Female,25-34,Luali,7,8,No,Wife,No education,Support from aid agencies,0,101-300 SSP,5 to 6,Returnee IDP,Rural area,No,0,IMC/ HLSS staff,0,Yes,The centre is nearly to us and it's easy find services ,Yes,We are feel safe when accessing the service ,No,0,Yes,5-10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,The services were really motivate us that we satisfied ,Yes,To see health facilities ,We need them to continue add more services ,Disagree,Disagree,Disagree,Disagree,PEP ,Within 72hours ,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Yes,0,1,0,0,0,1,1,1,1,0,0,Signiﬁcantly increased,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,Within 72 hours,To get better treatment on time ,No,More willing,Parent,Very open,Very open,Very open,Agree,Men are the most people need to be involved in GBV interventions ,Highly confident,Highly likely,I should assist her to seek health facilities ,0,Highly likely,Highly beneficial,We're really benefits from services we get ,"All those materials assistance Dignity kits ,bed sheets, crocheting ",We need education ,Am really appreciated IMC for work it done to us 
Valid,Yes,Yes,Yes,Male,Nyal,Katieth ,No,Female,18-24,Katieth ,5,6,No,Daughter,Completed secondary,Trading,0,>500 SSP,7 to 10,Host community,Urban area,No,0,IMC/ HLSS staff,0,Yes,Easy  services  available ,Yes,Safe  and services ,No,0,Yes,5-10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,Yes,We are referral survivor  pHCC ,Highly satisfied,Out reach  worked  given some information  about awareness  GBV ,Yes,Women and girls visit  WGFs,"Well to here it,a message  on GBV",Disagree,Disagree,Disagree,Disagree,"PHCC on counselling  room ,prevent sTIS",72 hours ,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Yes,1,1,0,1,1,1,1,1,1,1,Community outreach worked  in IMC give awareness  GBV messages  on violence  against women and girls ,Signiﬁcantly increased,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,Within 72 hours,Report  72 hours ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,Soap crocked  airhead  bedsheets   tea talk ,Highly confident,Highly likely,To advice  her,0,Highly likely,Highly beneficial,"Imc support  women and girls Dignity  kits and bedsheets ,corck  underwear ","IMC support  women and girls  services  available  freely bedsheets  tea talk  underwear 
",No,We need  IMC  to conducted  training .thanks for IMC 
Valid,Yes,Yes,Yes,Male,Nyal,Katieth ,No,Female,18-24,Katieth,17,9,No,Daughter,Completed secondary,Trading,0,>500 SSP,7 to 10,Host community,Urban area,No,0,IMC/ HLSS staff,0,Yes,Location  is every near ,Yes,Get  access  support  women and girls ,No,0,Yes,1-5times,Below 1km/ 15 min,WGFS,0,Yes,Yes,Yes,We Referral  for PHCC or Counselling room,Highly satisfied,Safe for treatment  PEP ameng,Yes,IMC given awareness  about violence  against  women and girls ,No,Disagree,Disagree,Disagree,Disagree,"Prevent  for STIS HIV  pregnancy 
","72 hours,to prevent Sti HIV,PEP ameng",Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,1,1,0,1,1,1,1,1,1,1,Community outreach  worker discussion  physical  violence  and sexual  violence  against women and girls  within community ,Signiﬁcantly increased,1,1,1,1,1,1,1,1,1,1,1,1,1,0,To prevention  on rape or pregnancy ,Within 72 hours,With in 72 hours ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,Imc awareness  a raising  and prevention  on GBV,Highly confident,Highly likely,Yes to advice  her  go women  centre ,0,Highly likely,Highly beneficial,Bedsheets  under wear,We need  IMC GBV to stay  here in nyal ,Bedsheets under wear  Dignity kits  plus  more  training ,We need  IMC stages  here for 4 or 5 
